,SEGMENTID,ONSTREETNAME,WORK_START_DATE,WORK_END_DATE,BOROUGH_CODE
361,31936,st lukes place,2018-02-12 00:00:00,2018-03-10 23:58:59,M
362,128508,schenectady avenue,2018-05-10 00:00:00,2018-05-16 23:59:59,B
363,32390,bleecker street,2018-02-10 00:00:00,2018-02-12 23:58:59,M
364,21977,union street,2017-10-19 15:07:00,2018-01-01 23:58:59,B
365,22525,1 street,2017-10-19 15:03:51,2018-01-01 23:58:59,B
366,32390,bleecker street,2018-02-10 00:00:00,2018-02-12 23:58:59,M
367,32448,west 11 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
368,128509,schenectady avenue,2018-05-10 00:00:00,2018-05-16 23:59:59,B
369,68017,36 street,2018-01-08 09:31:34,2018-01-29 23:58:59,Q
370,126665,clinton avenue,2018-04-30 00:00:00,2018-05-30 23:59:59,S
371,164536,west 20 street,2018-05-26 00:00:00,2018-06-04 23:58:59,M
372,31097,hope street,2017-11-13 00:00:00,2018-01-01 23:58:59,B
373,127821,shore parkway,2018-04-09 00:00:00,2018-04-17 23:59:59,B
374,68193,57 street,2018-01-05 00:00:00,2018-01-29 23:58:59,Q
375,127821,shore parkway,2018-04-09 00:00:00,2018-04-17 23:59:59,B
376,127822,shore parkway,2018-04-09 00:00:00,2018-04-17 23:59:59,B
377,32975,east 19 street,2018-02-10 00:00:00,2018-02-12 23:58:59,M
378,32975,east 19 street,2018-02-10 00:00:00,2018-02-12 23:58:59,M
379,127822,shore parkway,2018-04-09 00:00:00,2018-04-17 23:59:59,B
380,128510,schenectady avenue,2018-05-10 00:00:00,2018-05-16 23:59:59,B
381,129132,111 avenue,2018-03-19 00:00:00,2018-04-30 23:59:59,Q
382,34042,west 37 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
383,34042,west 37 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
384,70597,washington avenue,2017-11-03 14:33:38,2018-01-31 23:59:59,X
385,258232,battery park viaduct,2017-10-10 00:00:00,2018-01-01 23:58:59,M
386,34118,west 58 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
387,34118,west 58 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
388,34118,west 58 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
389,118734,east 72 street,2018-04-21 00:00:00,2018-04-23 23:58:59,M
390,229250,102 street,2018-03-20 00:00:00,2018-03-23 23:58:59,Q
391,118734,east 72 street,2018-04-21 00:00:00,2018-04-23 23:58:59,M
392,118734,east 72 street,2018-04-21 00:00:00,2018-04-23 23:58:59,M
393,128511,schenectady avenue,2018-05-10 00:00:00,2018-05-16 23:59:59,B
394,128512,schenectady avenue,2018-05-10 00:00:00,2018-05-16 23:59:59,B
395,164536,west 20 street,2018-05-26 00:00:00,2018-06-04 23:58:59,M
396,105560,douglas road,2018-01-05 11:30:55,2018-02-02 23:58:59,S
397,22403,union street,2017-10-19 15:07:01,2018-01-01 23:58:59,B
398,80247,east 187 street,2017-10-20 14:19:58,2018-01-17 23:59:59,X
399,175860,east 179 street,2018-12-03 11:12:12,2018-12-18 23:58:59,X
400,34391,west 66 street,2018-02-24 00:00:00,2018-02-25 23:58:59,M
401,34391,west 66 street,2018-02-24 00:00:00,2018-02-25 23:58:59,M
402,34391,west 66 street,2018-02-24 00:00:00,2018-02-25 23:58:59,M
403,127517,president street,2018-05-21 00:00:00,2018-05-25 23:59:59,B
404,175860,east 179 street,2018-12-03 11:12:13,2018-12-18 23:58:59,X
405,37063,west 65 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
406,37063,west 65 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
407,22518,1 street,2017-10-19 15:03:50,2018-01-01 23:58:59,B
408,132289,seward avenue,2018-04-30 09:26:13,2018-05-31 23:58:59,X
409,127167,63 street,2018-05-07 00:00:00,2018-05-11 23:59:59,B
410,108543,park lane,2018-01-02 09:31:06,2018-01-20 23:58:59,S
411,108544,park lane,2018-01-02 09:31:06,2018-01-20 23:58:59,S
412,12161,mountainside road,2018-03-30 00:00:00,2018-04-29 23:58:59,S
413,127168,63 street,2018-05-07 00:00:00,2018-05-11 23:59:59,B
414,38004,east 90 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
415,38004,east 90 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
416,38004,east 90 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
417,22520,hoyt street,2017-10-19 15:18:01,2018-01-01 23:58:59,B
418,22520,hoyt street,2017-10-19 15:18:02,2018-01-01 23:58:59,B
419,109957,union avenue,2018-01-18 00:00:00,2018-01-23 23:58:59,X
420,132596,frisby avenue,2018-04-30 00:00:00,2018-05-31 23:58:59,X
421,130979,juno street,2018-06-23 00:00:00,2018-07-02 23:58:59,Q
422,289871,goethals road north,2017-10-23 11:39:09,2018-01-01 23:58:59,S
423,130979,juno street,2018-06-23 00:00:00,2018-07-02 23:58:59,Q
424,1295,veterans road east,2018-04-24 00:00:00,2018-05-31 23:59:59,S
425,130980,juno street,2018-06-23 00:00:00,2018-07-02 23:58:59,Q
426,236857,little west 12 street,2017-11-11 00:00:00,2018-01-01 23:58:59,M
427,130981,juno street,2018-06-23 00:00:00,2018-07-02 23:58:59,Q
428,236949,west 20 street,2018-03-17 00:00:00,2018-03-25 23:58:59,M
429,161219,63 street,2018-11-07 00:00:00,2018-11-14 23:59:59,B
430,161220,63 street,2018-11-07 00:00:00,2018-11-14 23:59:59,B
431,294331,eldert street,2017-10-31 12:26:48,2018-01-01 23:58:59,B
432,9005431,knickerbocker avenue,2017-10-31 12:28:41,2018-01-01 23:58:59,B
433,161296,63 street,2018-11-07 00:00:00,2018-11-14 23:59:59,B
434,72273,washington avenue,2017-11-03 14:33:43,2018-01-31 23:59:59,X
435,72274,washington avenue,2017-11-03 14:33:45,2018-01-31 23:59:59,X
436,161297,63 street,2018-11-07 00:00:00,2018-11-14 23:59:59,B
437,108542,park lane,2018-01-02 09:31:06,2018-01-20 23:58:59,S
438,75348,woodside avenue,2018-01-05 00:00:00,2018-01-29 23:58:59,Q
439,22632,1 street,2017-10-19 15:03:52,2018-01-01 23:58:59,B
440,75348,woodside avenue,2018-01-05 00:00:00,2018-01-29 23:58:59,Q
441,75350,woodside avenue,2018-01-05 00:00:00,2018-01-29 23:58:59,Q
442,29519,lincoln place,2017-11-13 00:00:00,2018-01-01 23:58:59,B
443,29519,lincoln place,2017-11-13 00:00:00,2018-01-01 23:58:59,B
444,75350,woodside avenue,2018-01-05 00:00:00,2018-01-29 23:58:59,Q
445,113340,59 street,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
446,113340,59 street,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
447,113340,59 street,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
448,259421,commonwealth boulevard,2017-10-18 09:39:26,2018-01-01 23:58:59,Q
449,113340,59 street,2018-01-05 00:00:00,2018-01-29 23:58:59,Q
450,165492,east 62 street,2018-06-02 00:00:00,2018-06-04 23:58:59,M
451,30846,skillman street,2017-10-31 12:33:15,2018-01-01 23:58:59,B
452,165492,east 62 street,2018-06-02 00:00:00,2018-06-04 23:58:59,M
453,113341,59 street,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
454,257193,richmond terrace,2017-11-02 00:00:00,2018-01-31 23:58:59,S
455,257194,richmond terrace,2017-11-02 00:00:00,2018-01-31 23:58:59,S
456,165492,east 62 street,2018-06-02 00:00:00,2018-06-04 23:58:59,M
457,165493,east 62 street,2018-06-02 00:00:00,2018-06-04 23:58:59,M
458,113341,59 street,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
459,113341,59 street,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
460,113341,59 street,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
461,165493,east 62 street,2018-06-02 00:00:00,2018-06-04 23:58:59,M
462,165493,east 62 street,2018-06-02 00:00:00,2018-06-04 23:58:59,M
463,113341,59 street,2018-01-05 00:00:00,2018-01-29 23:58:59,Q
464,161423,battery park viaduct,2018-01-16 18:27:56,2018-02-01 23:58:59,M
465,78103,franklin avenue,2017-11-13 07:01:22,2018-02-07 23:59:59,X
466,167006,east 40 street,2018-12-06 00:00:00,2018-12-10 23:59:59,B
467,259422,commonwealth boulevard,2017-10-23 09:27:58,2018-01-01 23:58:59,Q
468,135729,15 road,2018-10-29 15:34:40,2018-12-14 23:59:59,Q
469,34102,west 53 street,2018-03-10 00:00:00,2018-03-11 23:58:59,M
470,34102,west 53 street,2018-03-10 00:00:00,2018-03-11 23:58:59,M
471,127136,15 avenue,2018-09-14 00:00:00,2018-09-21 23:59:59,B
472,13483,forest avenue,2018-10-18 09:05:54,2018-11-30 23:59:59,S
473,119313,timpson place,2018-01-02 14:38:34,2018-01-26 23:58:59,X
474,120963,east 162 street,2018-01-05 13:01:27,2018-01-27 23:58:59,X
475,120963,east 162 street,2018-01-05 13:01:28,2018-01-27 23:58:59,X
476,34102,west 53 street,2018-03-10 00:00:00,2018-03-11 23:58:59,M
477,132596,frisby avenue,2018-05-04 09:16:58,2018-08-01 23:59:59,X
478,71139,broadway,2018-08-06 00:00:00,2018-08-17 23:59:59,M
479,165565,east 69 street,2018-06-02 00:00:00,2018-06-04 23:58:59,M
480,13214,douglas road,2018-01-05 11:30:55,2018-02-02 23:58:59,S
481,132173,50 street,2018-01-04 00:00:00,2018-03-11 23:58:59,Q
482,165565,east 69 street,2018-06-02 00:00:00,2018-06-04 23:58:59,M
483,257205,innis street,2017-12-29 00:00:00,2018-03-29 23:58:59,S
484,165566,east 69 street,2018-06-02 00:00:00,2018-06-04 23:58:59,M
485,180994,53 avenue,2018-11-19 00:00:00,2018-12-28 23:59:59,Q
486,160197,newark avenue,2017-12-27 06:10:40,2018-01-10 23:58:59,S
487,160197,newark avenue,2017-12-27 06:10:41,2018-01-10 23:58:59,S
488,160197,newark avenue,2017-12-27 06:10:41,2018-01-10 23:58:59,S
489,160197,newark avenue,2017-12-27 06:10:42,2018-01-10 23:58:59,S
490,67572,23 street,2018-01-16 13:07:04,2018-02-16 23:58:59,Q
491,16107,sea gate road,2018-07-19 13:25:50,2018-08-17 23:58:59,S
492,68168,54 street,2018-02-08 17:32:07,2018-02-12 23:58:59,Q
493,68168,54 street,2018-02-08 17:32:08,2018-02-12 23:58:59,Q
494,13271,douglas road,2018-01-05 11:30:55,2018-02-02 23:58:59,S
495,68168,54 street,2018-02-08 17:40:52,2018-02-12 23:58:59,Q
496,68168,54 street,2018-02-08 17:40:53,2018-02-12 23:58:59,Q
497,68168,54 street,2018-02-08 17:40:53,2018-02-12 23:58:59,Q
498,68168,54 street,2018-02-08 17:40:54,2018-02-12 23:58:59,Q
499,68173,55 street,2018-02-08 17:32:09,2018-02-12 23:58:59,Q
500,160194,newark avenue,2017-12-27 06:10:45,2018-01-10 23:58:59,S
501,160194,newark avenue,2017-12-27 06:10:46,2018-01-10 23:58:59,S
502,161982,union street,2017-10-19 15:24:48,2018-01-01 23:58:59,B
503,68173,55 street,2018-02-08 17:32:10,2018-02-12 23:58:59,Q
504,68173,55 street,2018-02-08 17:40:56,2018-02-12 23:58:59,Q
505,160196,newark avenue,2017-12-27 06:10:42,2018-01-10 23:58:59,S
506,68173,55 street,2018-02-08 17:40:56,2018-02-12 23:58:59,Q
507,68173,55 street,2018-02-08 17:40:57,2018-02-12 23:58:59,Q
508,161748,39 street,2017-12-26 00:00:00,2018-01-22 23:58:59,B
509,68173,55 street,2018-02-08 17:40:57,2018-02-12 23:58:59,Q
510,68177,56 street,2018-02-08 17:32:10,2018-02-12 23:58:59,Q
511,162274,st marks place,2018-01-01 00:00:00,2018-02-02 23:58:59,B
512,68177,56 street,2018-02-08 17:32:11,2018-02-12 23:58:59,Q
513,162957,fleet street,2018-01-03 11:32:46,2018-04-03 23:58:59,B
514,161452,west 32 street,2018-10-10 00:00:00,2018-10-15 23:59:59,B
515,161466,west 30 street,2018-10-11 00:00:00,2018-10-15 23:59:59,B
516,68177,56 street,2018-02-08 17:40:58,2018-02-12 23:58:59,Q
517,162957,fleet street,2018-01-03 11:32:48,2018-04-03 23:58:59,B
518,162957,fleet street,2018-01-03 11:32:49,2018-04-03 23:58:59,B
519,161467,west 30 street,2018-10-11 00:00:00,2018-10-15 23:59:59,B
520,68177,56 street,2018-02-08 17:40:58,2018-02-12 23:58:59,Q
521,162958,fleet street,2018-01-03 11:32:46,2018-04-03 23:58:59,B
522,162958,fleet street,2018-01-03 11:32:47,2018-04-03 23:58:59,B
523,68177,56 street,2018-02-08 17:40:59,2018-02-12 23:58:59,Q
524,68177,56 street,2018-02-08 17:40:59,2018-02-12 23:58:59,Q
525,165977,west 101 street,2018-06-02 00:00:00,2018-06-04 23:58:59,M
526,68497,1 street,2017-12-13 12:14:32,2018-02-12 23:58:59,Q
527,165977,west 101 street,2018-06-02 00:00:00,2018-06-04 23:58:59,M
528,164536,west 20 street,2018-01-06 00:00:00,2018-01-08 23:58:59,M
529,165476,east 59 street,2018-01-13 00:00:00,2018-01-22 23:58:59,M
530,32593,washington square east,2017-11-15 00:00:00,2018-01-01 23:58:59,M
531,43442,jefferson avenue,2017-10-31 12:31:25,2018-01-01 23:58:59,B
532,68498,26 avenue,2017-11-14 00:00:00,2018-02-12 23:58:59,Q
533,218114,newark avenue,2017-12-27 06:10:41,2018-01-10 23:58:59,S
534,88817,baychester avenue,2017-11-22 14:41:27,2018-01-31 23:59:59,X
535,88831,baychester avenue,2017-11-22 14:41:30,2018-01-31 23:59:59,X
536,164730,west 49 street,2018-01-06 00:00:00,2018-01-15 23:58:59,M
537,68498,26 avenue,2017-11-14 00:00:00,2018-02-12 23:58:59,Q
538,68498,26 avenue,2017-11-14 00:00:00,2018-02-12 23:58:59,Q
539,68498,26 avenue,2017-11-14 00:00:00,2018-02-12 23:58:59,Q
540,68498,26 avenue,2017-12-29 12:42:24,2018-02-12 23:58:59,Q
541,165477,east 59 street,2018-01-13 00:00:00,2018-01-22 23:58:59,M
542,164731,west 49 street,2018-01-06 00:00:00,2018-01-15 23:58:59,M
543,9002757,washington avenue,2017-11-03 14:33:49,2018-01-31 23:59:59,X
544,44092,moffat street,2017-10-31 12:32:20,2018-01-01 23:58:59,B
545,9002783,washington avenue,2017-11-03 14:33:49,2018-01-31 23:59:59,X
546,9002784,washington avenue,2017-11-03 14:33:49,2018-01-31 23:59:59,X
547,9002785,washington avenue,2017-11-03 14:33:49,2018-01-31 23:59:59,X
548,64308,196 street,2017-11-20 00:00:00,2018-01-01 23:58:59,Q
549,67220,30 street,2017-10-11 00:00:00,2018-01-01 23:58:59,Q
550,9003201,clay avenue,2017-11-03 14:29:02,2018-01-31 23:59:59,X
551,166030,east 81 street,2018-01-21 00:00:00,2018-01-22 23:58:59,M
552,9003202,clay avenue,2017-11-03 14:29:02,2018-01-31 23:59:59,X
553,48892,catalpa avenue,2018-01-01 00:00:00,2018-03-11 23:58:59,Q
554,163708,clermont avenue,2018-06-06 00:00:00,2018-06-09 23:58:59,B
555,163708,clermont avenue,2018-06-06 00:00:00,2018-06-09 23:58:59,B
556,169735,west 15 road,2018-03-28 00:00:00,2018-03-31 23:58:59,Q
557,169735,west 15 road,2018-03-28 00:00:00,2018-03-31 23:58:59,Q
558,218113,newark avenue,2017-12-27 06:10:40,2018-01-10 23:58:59,S
559,169736,west 15 road,2018-03-28 00:00:00,2018-03-31 23:58:59,Q
560,169736,west 15 road,2018-03-28 00:00:00,2018-03-31 23:58:59,Q
561,163708,clermont avenue,2018-06-06 00:00:00,2018-06-09 23:58:59,B
562,163709,clermont avenue,2018-06-06 00:00:00,2018-06-09 23:58:59,B
563,9003442,clay avenue,2017-11-03 14:29:01,2018-01-31 23:59:59,X
564,9003452,clay avenue,2017-11-03 14:29:01,2018-01-31 23:59:59,X
565,9003521,clay avenue,2017-11-03 14:29:03,2018-01-31 23:59:59,X
566,163709,clermont avenue,2018-06-06 00:00:00,2018-06-09 23:58:59,B
567,163709,clermont avenue,2018-06-06 00:00:00,2018-06-09 23:58:59,B
568,56924,86 avenue,2018-01-01 00:00:00,2018-03-11 23:58:59,Q
569,162278,dean street,2018-07-23 00:00:00,2018-07-27 23:59:59,B
570,23862,clark street,2018-01-04 00:00:00,2018-01-09 23:58:59,B
571,159414,veterans road east,2018-04-16 00:00:00,2018-05-01 23:58:59,S
572,57633,beach 66 street,2018-03-08 00:00:00,2018-03-11 23:58:59,Q
573,57633,beach 66 street,2018-03-08 00:00:00,2018-03-11 23:58:59,Q
574,159420,woodrow road,2018-04-16 00:00:00,2018-05-01 23:58:59,S
575,159421,woodrow road,2018-04-16 00:00:00,2018-05-01 23:58:59,S
576,276247,west 33 street,2018-03-02 08:50:09,2018-03-23 23:58:59,M
577,162279,dean street,2018-07-23 00:00:00,2018-07-27 23:59:59,B
578,159464,rossville avenue,2018-04-16 00:00:00,2018-05-01 23:58:59,S
579,159467,rossville avenue,2018-04-16 00:00:00,2018-05-01 23:58:59,S
580,151532,bay 52 street,2018-05-16 00:00:00,2018-05-21 23:59:59,B
581,23091,thames street,2018-02-08 00:00:00,2018-03-10 23:58:59,M
582,159468,rossville avenue,2018-04-16 00:00:00,2018-05-01 23:58:59,S
583,83243,99 street,2018-01-23 08:25:23,2018-02-12 23:58:59,Q
584,45359,eldert street,2017-10-31 12:29:01,2018-01-01 23:58:59,B
585,108504,douglas road,2018-01-05 11:30:55,2018-02-02 23:58:59,S
586,83243,99 street,2018-01-23 08:25:24,2018-02-12 23:58:59,Q
587,186688,east 40 street,2018-12-06 00:00:00,2018-12-10 23:59:59,B
588,109108,douglas road,2018-01-05 11:30:55,2018-02-02 23:58:59,S
589,13833,clinton avenue,2018-03-26 00:00:00,2018-06-24 23:58:59,S
590,13864,clinton avenue,2018-03-26 00:00:00,2018-06-24 23:58:59,S
591,13876,lafayette avenue,2018-03-26 00:00:00,2018-06-24 23:58:59,S
592,164343,suffolk street,2018-06-11 16:53:34,2018-07-30 23:58:59,M
593,161610,canal avenue,2018-05-21 00:00:00,2018-05-23 23:59:59,B
594,14014,park place,2018-05-04 13:49:34,2018-05-31 23:59:59,S
595,13210,douglas road,2018-01-05 11:30:55,2018-02-02 23:58:59,S
596,60686,polhemas avenue,2017-11-20 00:00:00,2018-01-01 23:58:59,Q
597,61263,188 street,2017-11-20 00:00:00,2018-01-01 23:58:59,Q
598,160719,lily pond avenue,2018-06-28 09:23:06,2018-08-31 23:59:59,S
599,161749,39 street,2017-12-26 00:00:00,2018-01-22 23:58:59,B
600,161749,39 street,2017-12-26 00:00:00,2018-01-22 23:58:59,B
601,13213,douglas road,2018-01-22 10:54:36,2018-02-20 23:58:59,S
602,132172,50 street,2018-01-04 00:00:00,2018-03-11 23:58:59,Q
603,14030,highview avenue,2018-05-04 13:45:54,2018-05-31 23:59:59,S
604,138339,unionport road,2018-04-11 00:00:00,2018-07-10 23:58:59,X
605,161750,39 street,2017-12-26 00:00:00,2018-01-22 23:58:59,B
606,161377,56 street,2018-11-05 00:00:00,2018-11-09 23:59:59,B
607,161378,56 street,2018-11-05 00:00:00,2018-11-09 23:59:59,B
608,13288,douglas road,2018-01-05 11:30:55,2018-02-02 23:58:59,S
609,132763,battery park viaduct,2018-02-01 00:00:00,2018-03-03 23:58:59,M
610,37536,east 77 street,2017-10-16 14:43:11,2018-01-01 23:58:59,M
611,13271,douglas road,2018-01-22 10:54:36,2018-02-20 23:58:59,S
612,163298,shore parkway,2018-07-30 00:00:00,2018-08-07 23:59:59,B
613,24186,livingston street,2018-01-20 00:00:00,2018-01-29 23:58:59,B
614,162274,st marks place,2018-04-10 00:00:00,2018-05-01 23:58:59,B
615,163208,boulevard court,2018-07-23 00:00:00,2018-07-27 23:59:59,B
616,14023,york avenue,2018-05-03 00:00:00,2018-06-04 23:59:59,S
617,166808,shore parkway,2018-04-09 00:00:00,2018-04-17 23:59:59,B
618,162215,6 street,2018-04-27 00:00:00,2018-05-04 23:59:59,B
619,13928,franklin avenue,2018-06-25 08:20:29,2018-09-23 23:58:59,S
620,86664,haight avenue,2017-11-22 14:40:04,2018-02-14 23:59:59,X
621,160190,innis street,2018-01-23 07:45:36,2018-02-24 23:58:59,S
622,160190,innis street,2018-01-24 00:00:00,2018-02-24 23:58:59,S
623,162275,st marks place,2018-04-10 00:00:00,2018-05-01 23:58:59,B
624,162275,st marks place,2018-04-10 00:00:00,2018-05-01 23:58:59,B
625,289885,goethals road north,2017-10-23 11:39:09,2018-01-01 23:58:59,S
626,289951,goethals road north,2017-10-23 11:39:09,2018-01-01 23:58:59,S
627,9003328,west 134 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
628,9003328,west 134 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
629,192287,nevins street,2018-01-01 00:00:00,2018-04-01 23:58:59,B
630,9003081,washington avenue,2017-11-03 14:33:46,2018-01-31 23:59:59,X
631,9003082,washington avenue,2017-11-03 14:33:46,2018-01-31 23:59:59,X
632,9003328,west 134 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
633,9003331,west 134 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
634,9003331,west 134 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
635,9003331,west 134 street,2018-02-03 00:00:00,2018-02-12 23:58:59,M
636,166809,shore parkway,2018-04-09 00:00:00,2018-04-17 23:59:59,B
637,71141,broadway,2018-08-06 00:00:00,2018-08-17 23:59:59,M
638,76678,24 avenue,2018-02-02 09:55:29,2018-03-03 23:58:59,Q
639,163688,pacific street,2018-02-03 00:00:00,2018-02-12 23:58:59,B
640,166809,shore parkway,2018-04-09 00:00:00,2018-04-17 23:59:59,B
641,19195,west 13 street,2018-03-28 00:00:00,2018-04-06 23:59:59,B
642,9004728,baychester avenue,2017-11-22 14:42:58,2018-02-19 23:59:59,X
643,19195,west 13 street,2018-04-02 00:00:00,2018-04-06 23:59:59,B
644,19197,west 13 street,2018-04-02 00:00:00,2018-04-06 23:59:59,B
645,19227,west 13 street,2018-04-02 00:00:00,2018-04-06 23:59:59,B
646,259422,commonwealth boulevard,2017-10-18 09:39:26,2018-01-01 23:58:59,Q
647,166818,shore parkway,2018-04-09 00:00:00,2018-04-17 23:59:59,B
648,9009514,east 92 street,2018-02-10 00:00:00,2018-02-12 23:58:59,M
649,9009514,east 92 street,2018-02-10 00:00:00,2018-02-12 23:58:59,M
650,9009514,east 92 street,2018-02-10 00:00:00,2018-02-12 23:58:59,M
651,9009515,east 92 street,2018-02-10 00:00:00,2018-02-12 23:58:59,M
652,32022,little west 12 street,2017-11-15 00:00:00,2018-01-01 23:58:59,M
653,32022,little west 12 street,2017-11-15 00:00:00,2018-01-01 23:58:59,M
654,166818,shore parkway,2018-04-09 00:00:00,2018-04-17 23:59:59,B
655,166819,shore parkway,2018-04-09 00:00:00,2018-04-17 23:59:59,B
656,166883,shore parkway,2018-04-09 00:00:00,2018-04-17 23:59:59,B
657,166883,shore parkway,2018-04-09 00:00:00,2018-04-17 23:59:59,B
658,19229,west 13 street,2018-03-28 00:00:00,2018-04-06 23:59:59,B
659,23326,fletcher street,2017-12-27 00:00:00,2018-01-23 23:58:59,M
660,23326,fletcher street,2017-12-27 00:00:00,2018-01-23 23:58:59,M
661,23326,fletcher street,2017-12-27 00:00:00,2018-01-23 23:58:59,M
662,23326,fletcher street,2017-12-27 00:00:00,2018-01-23 23:58:59,M
663,19229,west 13 street,2018-04-02 00:00:00,2018-04-06 23:59:59,B
664,167437,hopkinson avenue,2018-04-11 00:00:00,2018-04-17 23:59:59,B
665,163268,avenue w,2018-07-23 00:00:00,2018-07-27 23:59:59,B
666,165296,23 street,2018-11-24 00:00:00,2018-12-03 23:58:59,Q
667,168643,pine street,2018-02-02 00:00:00,2018-02-26 23:58:59,B
668,168643,pine street,2018-02-02 00:00:00,2018-02-26 23:58:59,B
669,168643,pine street,2018-02-02 00:00:00,2018-02-26 23:58:59,B
670,168643,pine street,2018-02-02 00:00:00,2018-02-26 23:58:59,B
671,11155,grimsby street,2018-02-26 00:00:00,2018-03-01 23:58:59,S
672,11156,mapleton avenue,2018-02-26 00:00:00,2018-03-01 23:58:59,S
673,11176,grimsby street,2018-02-26 00:00:00,2018-03-01 23:58:59,S
674,11176,grimsby street,2018-02-26 00:00:00,2018-03-01 23:58:59,S
675,165297,23 street,2018-11-24 00:00:00,2018-12-03 23:58:59,Q
676,115765,beach 111 street,2018-02-22 00:00:00,2018-02-26 23:58:59,Q
677,115765,beach 111 street,2018-02-22 00:00:00,2018-02-26 23:58:59,Q
